ID,Date,Primary Type,Description,Latitude,Longitude,Arrest,District
116078432,2024-01-01,anti-social-behaviour,On or near Hills Place,51.515088,-0.140222,False,Central London
116077204,2024-01-01,anti-social-behaviour,On or near Parker Mews,51.515487,-0.122420,False,Central London
116085644,2024-01-01,anti-social-behaviour,On or near Nightclub,51.516623,-0.132976,False,Central London
116077232,2024-01-01,anti-social-behaviour,On or near Nightclub,51.516623,-0.132976,False,Central London
116077297,2024-01-01,anti-social-behaviour,On or near Spencer Place,51.496440,-0.135867,False,Central London
116077318,2024-01-01,anti-social-behaviour,On or near Theatre/concert Hall,51.510345,-0.122502,False,Central London
116075755,2024-01-01,anti-social-behaviour,On or near Bourdon Street,51.511012,-0.145792,False,Central London
116088378,2024-01-01,anti-social-behaviour,On or near Further/higher Educational Building,51.516178,-0.131904,False,Central London
116075136,2024-01-01,anti-social-behaviour,On or near Wardour Street,51.513970,-0.134387,False,Central London
116077411,2024-01-01,anti-social-behaviour,On or near Leicester Square,51.510468,-0.130769,False,Central London
116085909,2024-01-01,anti-social-behaviour,On or near Theatre/concert Hall,51.511583,-0.133287,False,Central London
116077418,2024-01-01,anti-social-behaviour,On or near Lambeth North,51.499042,-0.111930,False,Central London
116075234,2024-01-01,anti-social-behaviour,On or near Percy Street,51.518456,-0.133209,False,Central London
116089482,2024-01-01,anti-social-behaviour,On or near Noel Street,51.515087,-0.136201,False,Central London
116077428,2024-01-01,anti-social-behaviour,On or near St Giles High Street,51.515598,-0.127633,False,Central London
116077486,2024-01-01,anti-social-behaviour,On or near Moor Street,51.513498,-0.130169,False,Central London
116077493,2024-01-01,anti-social-behaviour,On or near Corner House Street,51.507725,-0.125708,False,Central London
116077628,2024-01-01,anti-social-behaviour,On or near Dyott Street,51.516820,-0.127583,False,Central London
116077800,2024-01-01,anti-social-behaviour,On or near Nightclub,51.508087,-0.124122,False,Central London
116077867,2024-01-01,anti-social-behaviour,On or near Adeline Place,51.517858,-0.130120,False,Central London
116074504,2024-01-01,anti-social-behaviour,On or near Caxton Street,51.498553,-0.135291,False,Central London
116074431,2024-01-01,anti-social-behaviour,On or near Pratt Walk,51.494818,-0.117089,False,Central London
116074407,2024-01-01,anti-social-behaviour,On or near Conference/exhibition Centre,51.496941,-0.130617,False,Central London
116075714,2024-01-01,anti-social-behaviour,On or near Pear Place,51.502428,-0.110508,False,Central London
116077934,2024-01-01,anti-social-behaviour,On or near Further/higher Educational Building,51.516178,-0.131904,False,Central London
116074369,2024-01-01,anti-social-behaviour,On or near Nightclub,51.511783,-0.129778,False,Central London
116077983,2024-01-01,anti-social-behaviour,On or near Kean Street,51.514064,-0.118890,False,Central London
116078006,2024-01-01,anti-social-behaviour,On or near B402,51.512855,-0.124820,False,Central London
116078011,2024-01-01,anti-social-behaviour,On or near Nightclub,51.514012,-0.131078,False,Central London
116078070,2024-01-01,anti-social-behaviour,On or near Lower James Street,51.511312,-0.136326,False,Central London
116078076,2024-01-01,anti-social-behaviour,On or near Theatre/concert Hall,51.506632,-0.127640,False,Central London
116079235,2024-01-01,anti-social-behaviour,On or near Bayley Street,51.518739,-0.131785,False,Central London
116079002,2024-01-01,anti-social-behaviour,On or near Parking Area,51.506236,-0.141322,False,Central London
116075691,2024-01-01,anti-social-behaviour,On or near Strand,51.511022,-0.119880,False,Central London
116079260,2024-01-01,anti-social-behaviour,On or near Nightclub,51.516341,-0.120151,False,Central London
116076085,2024-01-01,anti-social-behaviour,On or near Irving Street,51.509886,-0.128646,False,Central London
116078729,2024-01-01,anti-social-behaviour,On or near Stephen Street,51.517563,-0.133001,False,Central London
116079061,2024-01-01,anti-social-behaviour,On or near Wardour Street,51.513970,-0.134387,False,Central London
116083364,2024-01-01,anti-social-behaviour,On or near Glasshouse Street,51.510520,-0.137439,False,Central London
116082765,2024-01-01,anti-social-behaviour,On or near Strand,51.511022,-0.119880,False,Central London
116076083,2024-01-01,anti-social-behaviour,On or near Nightclub,51.511783,-0.129778,False,Central London
116079309,2024-01-01,anti-social-behaviour,On or near Old Pye Street,51.497534,-0.132307,False,Central London
116081863,2024-01-01,anti-social-behaviour,On or near Charles Ii Street,51.507970,-0.133162,False,Central London
116087329,2024-01-01,anti-social-behaviour,On or near Theatre/concert Hall,51.510345,-0.122502,False,Central London
116075632,2024-01-01,anti-social-behaviour,On or near Old Queen Street,51.500800,-0.130732,False,Central London
116075465,2024-01-01,anti-social-behaviour,On or near Great Newport Street,51.511856,-0.127570,False,Central London
116079316,2024-01-01,anti-social-behaviour,On or near Pear Place,51.502428,-0.110508,False,Central London
116079133,2024-01-01,anti-social-behaviour,On or near Caxton Street,51.498553,-0.135291,False,Central London
116079811,2024-01-01,anti-social-behaviour,On or near A301,51.512059,-0.118929,False,Central London
116086106,2024-01-01,anti-social-behaviour,On or near Long Acre,51.513205,-0.124229,False,Central London
116079816,2024-01-01,anti-social-behaviour,On or near Further/higher Educational Building,51.519005,-0.114132,False,Central London
116079817,2024-01-01,anti-social-behaviour,On or near Supermarket,51.507415,-0.105835,False,Central London
116076036,2024-01-01,anti-social-behaviour,On or near Carlisle Place,51.495936,-0.141491,False,Central London
116079849,2024-01-01,anti-social-behaviour,On or near William Iv Street,51.509491,-0.125924,False,Central London
116079880,2024-01-01,anti-social-behaviour,On or near Dyott Street,51.516820,-0.127583,False,Central London
116076022,2024-01-01,anti-social-behaviour,On or near Macklin Street,51.516001,-0.122471,False,Central London
116079884,2024-01-01,anti-social-behaviour,On or near Soho Street,51.515939,-0.132693,False,Central London
116081218,2024-01-01,anti-social-behaviour,On or near Catherine Street,51.512408,-0.119910,False,Central London
116079911,2024-01-01,anti-social-behaviour,On or near Drury Lane,51.514369,-0.121645,False,Central London
116075325,2024-01-01,anti-social-behaviour,On or near Further/higher Educational Building,51.514867,-0.138790,False,Central London
116079322,2024-01-01,anti-social-behaviour,On or near Theatre/concert Hall,51.514523,-0.129580,False,Central London
116084983,2024-01-01,anti-social-behaviour,On or near William Iv Street,51.509491,-0.125924,False,Central London
116078708,2024-01-01,anti-social-behaviour,On or near Goodge Street,51.519378,-0.135737,False,Central London
116084372,2024-01-01,anti-social-behaviour,On or near Little Newport Street,51.511703,-0.128701,False,Central London
116074223,2024-01-01,anti-social-behaviour,On or near Strand,51.511022,-0.119880,False,Central London
116073775,2024-01-01,anti-social-behaviour,On or near Theatre/concert Hall,51.512300,-0.128388,False,Central London
116085065,2024-01-01,anti-social-behaviour,On or near Theatre/concert Hall,51.510345,-0.122502,False,Central London
116084404,2024-01-01,anti-social-behaviour,On or near Newton Street,51.516568,-0.121381,False,Central London
116084406,2024-01-01,anti-social-behaviour,On or near A401,51.511790,-0.132459,False,Central London
116084439,2024-01-01,anti-social-behaviour,On or near Orange Street,51.509396,-0.130626,False,Central London
116084488,2024-01-01,anti-social-behaviour,On or near Bourchier Street,51.513052,-0.132681,False,Central London
116078382,2024-01-01,anti-social-behaviour,On or near Earnshaw Street,51.516037,-0.128682,False,Central London
116085329,2024-01-01,anti-social-behaviour,On or near Supermarket,51.517476,-0.136579,False,Central London
116075214,2024-01-01,anti-social-behaviour,On or near Drury Lane,51.514369,-0.121645,False,Central London
116080347,2024-01-01,anti-social-behaviour,On or near Langham Place,51.517741,-0.143126,False,Central London
116074340,2024-01-01,anti-social-behaviour,On or near Race Track,51.518106,-0.116951,False,Central London
116076080,2024-01-01,anti-social-behaviour,On or near Hills Place,51.515088,-0.140222,False,Central London
116076070,2024-01-01,anti-social-behaviour,On or near Caxton Street,51.498553,-0.135291,False,Central London
116077848,2024-01-01,anti-social-behaviour,On or near Hills Place,51.515088,-0.140222,False,Central London
116089201,2024-01-01,anti-social-behaviour,On or near Ham Yard,51.511310,-0.134539,False,Central London
116080802,2024-01-01,anti-social-behaviour,On or near St Giles High Street,51.515598,-0.127633,False,Central London
116080872,2024-01-01,anti-social-behaviour,On or near Coburg Close,51.494661,-0.137668,False,Central London
116089033,2024-01-01,anti-social-behaviour,On or near Conference/exhibition Centre,51.496941,-0.130617,False,Central London
116083356,2024-01-01,anti-social-behaviour,On or near Hatfields,51.503496,-0.106473,False,Central London
116079522,2024-01-01,anti-social-behaviour,On or near Percy Street,51.518456,-0.133209,False,Central London
116088984,2024-01-01,anti-social-behaviour,On or near Nightclub,51.507576,-0.141776,False,Central London
116083480,2024-01-01,anti-social-behaviour,On or near Margaret Street,51.516668,-0.141210,False,Central London
116088871,2024-01-01,anti-social-behaviour,On or near Leicester Square,51.510468,-0.130769,False,Central London
116088702,2024-01-01,anti-social-behaviour,On or near Theatre/concert Hall,51.513477,-0.119880,False,Central London
116088396,2024-01-01,anti-social-behaviour,On or near Carlisle Place,51.495936,-0.141491,False,Central London
116079520,2024-01-01,anti-social-behaviour,On or near Embankment Place,51.507096,-0.122909,False,Central London
116083485,2024-01-01,anti-social-behaviour,On or near Caxton Street,51.498553,-0.135291,False,Central London
116088296,2024-01-01,anti-social-behaviour,On or near Nightclub,51.516341,-0.120151,False,Central London
116078557,2024-01-01,anti-social-behaviour,On or near Nightclub,51.510953,-0.133012,False,Central London
116088263,2024-01-01,anti-social-behaviour,On or near Page Street,51.493937,-0.129472,False,Central London
116078387,2024-01-01,anti-social-behaviour,On or near A301,51.512059,-0.118929,False,Central London
116078381,2024-01-01,anti-social-behaviour,On or near Strutton Ground,51.497497,-0.133922,False,Central London
116078331,2024-01-01,anti-social-behaviour,On or near Argyll Street,51.514684,-0.140844,False,Central London
116079402,2024-01-01,anti-social-behaviour,On or near Argyll Street,51.514684,-0.140844,False,Central London
116078316,2024-01-01,anti-social-behaviour,On or near Nightclub,51.515684,-0.135874,False,Central London
116078312,2024-01-01,anti-social-behaviour,On or near Caxton Street,51.498553,-0.135291,False,Central London
116316375,2024-01-01,anti-social-behaviour,On or near Dacre Street,51.498908,-0.132712,False,Central London
116088108,2024-01-01,anti-social-behaviour,On or near Ambrosden Avenue,51.496508,-0.139610,False,Central London
116078481,2024-01-01,anti-social-behaviour,On or near Ormond Yard,51.508202,-0.136410,False,Central London
116076864,2024-01-01,anti-social-behaviour,On or near Arlington Street,51.506922,-0.140785,False,Central London
116080005,2024-01-01,anti-social-behaviour,On or near St Giles High Street,51.515598,-0.127633,False,Central London
116088084,2024-01-01,anti-social-behaviour,On or near Nightclub,51.511783,-0.129778,False,Central London
116087915,2024-01-01,anti-social-behaviour,On or near Nightclub,51.508450,-0.143266,False,Central London
116087791,2024-01-01,anti-social-behaviour,On or near Spring Gardens,51.506855,-0.128078,False,Central London
116076775,2024-01-01,anti-social-behaviour,On or near Chapone Place,51.514286,-0.132818,False,Central London
116087768,2024-01-01,anti-social-behaviour,On or near Monmouth Street,51.514211,-0.126984,False,Central London
116087748,2024-01-01,anti-social-behaviour,On or near Pratt Walk,51.494818,-0.117089,False,Central London
116076729,2024-01-01,anti-social-behaviour,On or near Nightclub,51.511783,-0.129778,False,Central London
116087664,2024-01-01,anti-social-behaviour,On or near William Iv Street,51.509491,-0.125924,False,Central London
116080060,2024-01-01,anti-social-behaviour,On or near Albemarle Street,51.508990,-0.141882,False,Central London
116087594,2024-01-01,anti-social-behaviour,On or near Garrick Street,51.511574,-0.126271,False,Central London
116087506,2024-01-01,anti-social-behaviour,On or near Long Acre,51.513205,-0.124229,False,Central London
116087501,2024-01-01,anti-social-behaviour,On or near Noel Street,51.515087,-0.136201,False,Central London
116076609,2024-01-01,anti-social-behaviour,On or near Parking Area,51.495745,-0.132308,False,Central London
116080052,2024-01-01,anti-social-behaviour,On or near Hollen Street,51.515470,-0.134874,False,Central London
116087500,2024-01-01,anti-social-behaviour,On or near Nightclub,51.511783,-0.129778,False,Central London
116087486,2024-01-01,anti-social-behaviour,On or near Bloomfield Place,51.511694,-0.144568,False,Central London
116081713,2024-01-01,anti-social-behaviour,On or near Lisle Street,51.511534,-0.130495,False,Central London
116087465,2024-01-01,anti-social-behaviour,On or near Hospital,51.499488,-0.118410,False,Central London
116076406,2024-01-01,anti-social-behaviour,On or near Theatre/concert Hall,51.516785,-0.126532,False,Central London
116082237,2024-01-01,anti-social-behaviour,On or near Embankment Place,51.507096,-0.122909,False,Central London
116081032,2024-01-01,anti-social-behaviour,On or near St Giles High Street,51.515598,-0.127633,False,Central London
116079895,2024-01-01,anti-social-behaviour,On or near Theatre/concert Hall,51.510345,-0.122502,False,Central London
116081824,2024-01-01,anti-social-behaviour,On or near Nightclub,51.508450,-0.143266,False,Central London
116087402,2024-01-01,anti-social-behaviour,On or near Princes Street,51.514365,-0.143408,False,Central London
116079833,2024-01-01,anti-social-behaviour,On or near Pear Place,51.502428,-0.110508,False,Central London
116087396,2024-01-01,anti-social-behaviour,On or near Cornwall Road,51.504507,-0.110609,False,Central London
116083760,2024-01-01,anti-social-behaviour,On or near John Prince's Street,51.515753,-0.143092,False,Central London
116083751,2024-01-01,anti-social-behaviour,On or near Stephen Street,51.517563,-0.133001,False,Central London
116083698,2024-01-01,anti-social-behaviour,On or near John Prince's Street,51.515753,-0.143092,False,Central London
116078896,2024-01-01,anti-social-behaviour,On or near Launcelot Street,51.500683,-0.112194,False,Central London
116079107,2024-01-01,anti-social-behaviour,On or near Bloomsbury Square,51.519092,-0.122330,False,Central London
116078790,2024-01-01,anti-social-behaviour,On or near Little Russell Street,51.517742,-0.125614,False,Central London
116084244,2024-01-01,anti-social-behaviour,On or near Lisle Street,51.511534,-0.130495,False,Central London
116081129,2024-01-01,anti-social-behaviour,On or near Dover Street,51.508401,-0.142195,False,Central London
116084800,2024-01-01,anti-social-behaviour,On or near Short Street,51.502515,-0.107003,False,Central London
116084725,2024-01-01,anti-social-behaviour,On or near Russell Street,51.512863,-0.120842,False,Central London
116078720,2024-01-01,anti-social-behaviour,On or near Glasshouse Street,51.510520,-0.137439,False,Central London
116084678,2024-01-01,anti-social-behaviour,On or near Spring Gardens,51.506855,-0.128078,False,Central London
116076353,2024-01-01,anti-social-behaviour,On or near Theatre/concert Hall,51.516275,-0.126121,False,Central London
116081826,2024-01-01,anti-social-behaviour,On or near Garrick Street,51.511574,-0.126271,False,Central London
116084575,2024-01-01,anti-social-behaviour,On or near Parking Area,51.517287,-0.130403,False,Central London
116076310,2024-01-01,anti-social-behaviour,On or near Nightclub,51.512495,-0.138915,False,Central London
116081026,2024-01-01,anti-social-behaviour,On or near Hills Place,51.515088,-0.140222,False,Central London
116084055,2024-01-01,anti-social-behaviour,On or near Pall Mall,51.506600,-0.134054,False,Central London
116076304,2024-01-01,anti-social-behaviour,On or near A301,51.512059,-0.118929,False,Central London
116084169,2024-01-01,anti-social-behaviour,On or near Nightclub,51.510953,-0.133012,False,Central London
116083839,2024-01-01,anti-social-behaviour,On or near Parking Area,51.495745,-0.132308,False,Central London
116084850,2024-01-01,anti-social-behaviour,On or near Short Street,51.502515,-0.107003,False,Central London
116076943,2024-01-01,anti-social-behaviour,On or near Lower Road,51.501941,-0.112127,False,Central London
116079277,2024-01-01,anti-social-behaviour,On or near Spencer Place,51.496440,-0.135867,False,Central London
116076232,2024-01-01,anti-social-behaviour,On or near The Cut,51.503044,-0.107428,False,Central London
116081151,2024-01-01,anti-social-behaviour,On or near James Street,51.512802,-0.123770,False,Central London
116076230,2024-01-01,anti-social-behaviour,On or near Strand,51.511022,-0.119880,False,Central London
116076156,2024-01-01,anti-social-behaviour,On or near Pratt Walk,51.494818,-0.117089,False,Central London
116078679,2024-01-01,anti-social-behaviour,On or near Soho Street,51.515939,-0.132693,False,Central London
116076155,2024-01-01,anti-social-behaviour,On or near Little Newport Street,51.511703,-0.128701,False,Central London
116079005,2024-01-01,anti-social-behaviour,On or near Carlisle Place,51.495936,-0.141491,False,Central London
116075215,2024-01-01,anti-social-behaviour,On or near Pratt Walk,51.494818,-0.117089,False,Central London
116080214,2024-01-01,anti-social-behaviour,On or near South Molton Lane,51.513288,-0.147530,False,Central London
116080197,2024-01-01,anti-social-behaviour,On or near Strand,51.511022,-0.119880,False,Central London
116080161,2024-01-01,anti-social-behaviour,On or near Shopping Area,51.513057,-0.144844,False,Central London
116082093,2024-01-01,anti-social-behaviour,On or near St Ann's Street,51.497579,-0.130590,False,Central London
116081607,2024-01-01,anti-social-behaviour,On or near Nightclub,51.508087,-0.124122,False,Central London
116079506,2024-01-01,anti-social-behaviour,On or near Albany Courtyard,51.508699,-0.138306,False,Central London
116079226,2024-01-01,anti-social-behaviour,On or near Brad Street,51.504309,-0.108960,False,Central London
116079206,2024-01-01,anti-social-behaviour,On or near Argyll Street,51.514684,-0.140844,False,Central London
116079166,2024-01-01,anti-social-behaviour,On or near Theatre/concert Hall,51.510345,-0.122502,False,Central London
