ID,Date,Primary Type,Description,Location Description,Arrest,District,Latitude,Longitude
"FIR No. 0570/2023, P.S. Unknown",2023-11-02 15:43:00,BURGLARY,BURGLARY incident reported in Pune,Pune,False,Pune,18.50619795528386,73.85547098252906
88405954/2025,2025-07-07 02:16:00,ASSAULT,ASSAULT incident reported in Pune,Pune,False,Pune,18.52312301485017,73.830033917464
"FIR No. 0637/2024, P.S. Unknown",2024-07-07 07:17:00,CYBER,CYBER incident reported in Chennai Metro,Chennai Metro,False,Chennai Metro,13.097911906788266,80.2722780452734
"FIR No. 0647/2025, P.S. Unknown",2025-09-16 23:02:00,THEFT,THEFT incident reported in Chennai Metro,Chennai Metro,True,Chennai Metro,13.091633157244956,80.24660417454994
"FIR No. 0304/2025, P.S. Unknown",2025-07-03 10:10:00,ASSAULT,ASSAULT incident reported in Delhi NCR,Delhi NCR,False,Delhi NCR,28.625794480480607,77.18607073875208
"FIR No. 0003/2025, P.S. Unknown",2025-05-31 19:55:00,ASSAULT,ASSAULT incident reported in Kolkata City,Kolkata City,False,Kolkata City,22.59982722281161,88.36105431214517
"FIR No. 1126/2023, P.S. Unknown",2023-12-20 15:14:00,THEFT,THEFT incident reported in Mumbai Metro,Mumbai Metro,False,Mumbai Metro,19.073905876269283,72.84002582415015
87774599/2023,2023-12-19 07:35:00,THEFT,THEFT incident reported in Bengaluru City,Bengaluru City,False,Bengaluru City,12.963110550263623,77.58502983375635
"FIR No. 0231/2023, P.S. Unknown",2023-08-13 00:34:00,ASSAULT,ASSAULT incident reported in Mumbai Metro,Mumbai Metro,False,Mumbai Metro,19.096360110536,72.86304629779636
"FIR No. 0415/2026, P.S. Unknown",2026-07-17 05:42:00,THEFT,THEFT incident reported in Bengaluru City,Bengaluru City,False,Bengaluru City,12.98218300575456,77.60342471917112
"FIR No. 0228/2023, P.S. Unknown",2023-03-23 16:52:00,CYBER,CYBER incident reported in Hyderabad Metro,Hyderabad Metro,True,Hyderabad Metro,17.357475419220535,78.48182519018287
"FIR No. 0529/2025, P.S. Unknown",2025-10-07 12:24:00,ROBBERY,ROBBERY incident reported in Delhi NCR,Delhi NCR,False,Delhi NCR,28.633755674083336,77.20795221523764
"FIR No. 0107/2023, P.S. Unknown",2023-02-02 08:00:00,CYBER,CYBER incident reported in Bengaluru City,Bengaluru City,False,Bengaluru City,12.982090707579165,77.59022472082867
"FIR No. 0041/2023, P.S. Unknown",2023-05-25 14:21:00,CYBER,CYBER incident reported in Hyderabad Metro,Hyderabad Metro,False,Hyderabad Metro,17.403463644494572,78.48044219706377
"FIR No. 0482/2026, P.S. Unknown",2026-07-07 13:12:00,ROBBERY,ROBBERY incident reported in Kolkata City,Kolkata City,True,Kolkata City,22.57425211754431,88.34661677517676
"FIR No. 0901/2023, P.S. Unknown",2023-12-20 21:19:00,THEFT,THEFT incident reported in Delhi NCR,Delhi NCR,False,Delhi NCR,28.591069559134905,77.23434185000923
84116693/2026,2026-05-09 21:33:00,ROBBERY,ROBBERY incident reported in Hyderabad Metro,Hyderabad Metro,False,Hyderabad Metro,17.386167232686212,78.47554754196449
"FIR No. 0523/2024, P.S. Unknown",2024-09-21 23:18:00,ROBBERY,ROBBERY incident reported in Hyderabad Metro,Hyderabad Metro,False,Hyderabad Metro,17.374532695532515,78.49520606789073
"FIR No. 0087/2026, P.S. Unknown",2026-06-27 18:45:00,BURGLARY,BURGLARY incident reported in Bengaluru City,Bengaluru City,True,Bengaluru City,12.98347730751432,77.58834583117867
82687676/2026,2026-07-18 06:12:00,THEFT,THEFT incident reported in Kolkata City,Kolkata City,False,Kolkata City,22.57599768286696,88.35828673964808
"FIR No. 0038/2025, P.S. Unknown",2025-05-25 04:11:00,THEFT,THEFT incident reported in Bengaluru City,Bengaluru City,False,Bengaluru City,12.949942583747212,77.59537597250556
"FIR No. 0020/2025, P.S. Unknown",2025-05-16 01:41:00,CYBER,CYBER incident reported in Mumbai Metro,Mumbai Metro,False,Mumbai Metro,19.05644110862088,72.87230916737285
"FIR No. 0027/2025, P.S. Unknown",2025-01-24 04:02:00,THEFT,THEFT incident reported in Hyderabad Metro,Hyderabad Metro,True,Hyderabad Metro,17.364043818948577,78.49624600575473
"FIR No. 0428/2025, P.S. Unknown",2025-07-05 21:50:00,ASSAULT,ASSAULT incident reported in Ahmedabad,Ahmedabad,True,Ahmedabad,23.027687687927976,72.58130840941583
"FIR No. 0172/2023, P.S. Unknown",2023-12-18 07:54:00,THEFT,THEFT incident reported in Kolkata City,Kolkata City,False,Kolkata City,22.5800359663467,88.38891449945994
"FIR No. 0018/2024, P.S. Unknown",2024-01-21 10:18:00,THEFT,THEFT incident reported in Chennai Metro,Chennai Metro,True,Chennai Metro,13.086638773467342,80.30090113015025
"FIR No. 0343/2023, P.S. Unknown",2023-10-11 12:48:00,BURGLARY,BURGLARY incident reported in Delhi NCR,Delhi NCR,False,Delhi NCR,28.60566448212068,77.2079010768253
"FIR No. 0304/2025, P.S. Unknown",2025-08-05 00:32:00,ASSAULT,ASSAULT incident reported in Chennai Metro,Chennai Metro,True,Chennai Metro,13.090142667011332,80.29390327223803
"FIR No. 0662/2024, P.S. Unknown",2024-07-08 12:26:00,ASSAULT,ASSAULT incident reported in Chennai Metro,Chennai Metro,False,Chennai Metro,13.074794857774716,80.28000446483
"FIR No. 0189/2024, P.S. Unknown",2024-03-30 21:11:00,BURGLARY,BURGLARY incident reported in Delhi NCR,Delhi NCR,False,Delhi NCR,28.59982757015368,77.18870862533433
"FIR No. 0534/2025, P.S. Unknown",2025-11-27 14:47:00,ASSAULT,ASSAULT incident reported in Hyderabad Metro,Hyderabad Metro,False,Hyderabad Metro,17.382747553547187,78.48649162155347
"FIR No. 0508/2025, P.S. Unknown",2025-09-27 05:34:00,ROBBERY,ROBBERY incident reported in Hyderabad Metro,Hyderabad Metro,False,Hyderabad Metro,17.36715851334006,78.45777819288307
88099457/2023,2023-07-11 08:38:00,CYBER,CYBER incident reported in Chennai Metro,Chennai Metro,True,Chennai Metro,13.080212930093976,80.30258691950134
"FIR No. 0027/2023, P.S. Unknown",2023-02-06 22:48:00,THEFT,THEFT incident reported in Mumbai Metro,Mumbai Metro,False,Mumbai Metro,19.081527462661978,72.8675517306334
"FIR No. 0817/2025, P.S. Unknown",2025-10-17 18:25:00,ASSAULT,ASSAULT incident reported in Delhi NCR,Delhi NCR,False,Delhi NCR,28.59997861214424,77.1989887187055
84980620/2025,2025-03-11 00:08:00,CYBER,CYBER incident reported in Pune,Pune,False,Pune,18.52035607037348,73.83685525413979
"FIR No. 0725/2026, P.S. Unknown",2026-08-21 04:00:00,ASSAULT,ASSAULT incident reported in Delhi NCR,Delhi NCR,True,Delhi NCR,28.611602068694967,77.2040732350162
"FIR No. 0035/2023, P.S. Unknown",2023-01-01 05:59:00,THEFT,THEFT incident reported in Pune,Pune,False,Pune,18.506965601738987,73.83650113814996
"FIR No. 0532/2024, P.S. Unknown",2024-05-27 12:16:00,THEFT,THEFT incident reported in Kolkata City,Kolkata City,False,Kolkata City,22.5780467479622,88.36991935294218
"FIR No. 0200/2024, P.S. Unknown",2024-03-09 04:21:00,ASSAULT,ASSAULT incident reported in Bengaluru City,Bengaluru City,False,Bengaluru City,12.973142016104488,77.59549294033131
"FIR No. 1048/2025, P.S. Unknown",2025-11-22 10:41:00,THEFT,THEFT incident reported in Pune,Pune,False,Pune,18.54606849318202,73.87458963966588
"FIR No. 0097/2026, P.S. Unknown",2026-01-13 22:31:00,THEFT,THEFT incident reported in Delhi NCR,Delhi NCR,False,Delhi NCR,28.60466710861576,77.22002780859233
"FIR No. 0207/2023, P.S. Unknown",2023-10-06 17:03:00,BURGLARY,BURGLARY incident reported in Ahmedabad,Ahmedabad,False,Ahmedabad,23.00329810019893,72.54358285349036
"FIR No. 0043/2026, P.S. Unknown",2026-01-03 06:24:00,ROBBERY,ROBBERY incident reported in Pune,Pune,False,Pune,18.52035957251432,73.84917607956378
"FIR No. 0529/2025, P.S. Unknown",2025-06-13 05:48:00,THEFT,THEFT incident reported in Bengaluru City,Bengaluru City,False,Bengaluru City,12.963265372400732,77.57951754849798
"FIR No. 0385/2023, P.S. Unknown",2023-12-28 13:08:00,THEFT,THEFT incident reported in Chennai Metro,Chennai Metro,False,Chennai Metro,13.085883968991528,80.27931423644148
"FIR No. 0048/2024, P.S. Unknown",2024-01-19 16:05:00,ASSAULT,ASSAULT incident reported in Mumbai Metro,Mumbai Metro,False,Mumbai Metro,19.088154219359225,72.88829140313896
"FIR No. 0715/2024, P.S. Unknown",2024-08-09 18:08:00,THEFT,THEFT incident reported in Chennai Metro,Chennai Metro,False,Chennai Metro,13.07431586422255,80.30855998379995
87270494/2023,2023-08-03 00:53:00,OTHER,OTHER incident reported in Mumbai Metro,Mumbai Metro,False,Mumbai Metro,19.075468906320395,72.88977475831712
"FIR No. 0071/2024, P.S. Unknown",2024-05-31 13:09:00,THEFT,THEFT incident reported in Chennai Metro,Chennai Metro,True,Chennai Metro,13.07340044980422,80.26785423165018
"FIR No. 0510/2023, P.S. Unknown",2023-07-10 16:13:00,CYBER,CYBER incident reported in Bengaluru City,Bengaluru City,False,Bengaluru City,12.95458765992915,77.62389506499841
"FIR No. 0901/2025, P.S. Unknown",2025-08-12 03:28:00,ASSAULT,ASSAULT incident reported in Ahmedabad,Ahmedabad,False,Ahmedabad,23.03573071858225,72.56879670655691
"FIR No. 0040/2025, P.S. Unknown",2025-01-10 20:20:00,BURGLARY,BURGLARY incident reported in Chennai Metro,Chennai Metro,False,Chennai Metro,13.075146034816267,80.25221764132193
"FIR No. 0201/2026, P.S. Unknown",2026-02-06 10:57:00,ASSAULT,ASSAULT incident reported in Kolkata City,Kolkata City,False,Kolkata City,22.588716894700244,88.37357442541852
82165778/2026,2026-05-29 05:20:00,THEFT,THEFT incident reported in Kolkata City,Kolkata City,True,Kolkata City,22.551167495580525,88.36585374917543
"FIR No. 0347/2023, P.S. Unknown",2023-06-20 15:01:00,THEFT,THEFT incident reported in Ahmedabad,Ahmedabad,False,Ahmedabad,23.02440111423157,72.56924578505934
"FIR No. 0025/2025, P.S. Unknown",2025-01-17 10:09:00,ROBBERY,ROBBERY incident reported in Bengaluru City,Bengaluru City,False,Bengaluru City,12.985803705995,77.5999828948056
85006895/2023,2023-09-16 21:32:00,THEFT,THEFT incident reported in Ahmedabad,Ahmedabad,False,Ahmedabad,23.0161044667106,72.54626331691465
"FIR No. 0025/2025, P.S. Unknown",2025-11-25 22:13:00,THEFT,THEFT incident reported in Hyderabad Metro,Hyderabad Metro,True,Hyderabad Metro,17.3704264324743,78.47711043285862
85614823/2025,2025-07-11 12:19:00,OTHER,OTHER incident reported in Ahmedabad,Ahmedabad,False,Ahmedabad,23.001650129479124,72.57478476184762
"FIR No. 0213/2023, P.S. Unknown",2023-07-08 07:11:00,CYBER,CYBER incident reported in Bengaluru City,Bengaluru City,False,Bengaluru City,12.96299984885936,77.59487898895108
"FIR No. 0046/2025, P.S. Unknown",2025-03-24 20:13:00,THEFT,THEFT incident reported in Delhi NCR,Delhi NCR,False,Delhi NCR,28.62084997900056,77.20570412297184
"FIR No. 0708/2023, P.S. Unknown",2023-12-19 15:34:00,THEFT,THEFT incident reported in Delhi NCR,Delhi NCR,False,Delhi NCR,28.578196269216345,77.18080490793315
"FIR No. 0520/2023, P.S. Unknown",2023-05-12 05:13:00,THEFT,THEFT incident reported in Bengaluru City,Bengaluru City,False,Bengaluru City,12.992063428676154,77.61965888367698
80357151/2026,2026-02-08 19:49:00,OTHER,OTHER incident reported in Bengaluru City,Bengaluru City,False,Bengaluru City,12.984601754381824,77.58186359354166
"FIR No. 0437/2025, P.S. Unknown",2025-10-14 05:25:00,ROBBERY,ROBBERY incident reported in Kolkata City,Kolkata City,False,Kolkata City,22.5694568742432,88.37079861373401
87153391/2024,2024-08-31 23:07:00,ASSAULT,ASSAULT incident reported in Chennai Metro,Chennai Metro,False,Chennai Metro,13.07802690466444,80.272576846939
82711497/2023,2023-03-02 22:04:00,THEFT,THEFT incident reported in Mumbai Metro,Mumbai Metro,False,Mumbai Metro,19.077549226223805,72.87215486901529
"FIR No. 0029/2026, P.S. Unknown",2026-02-27 05:31:00,ROBBERY,ROBBERY incident reported in Mumbai Metro,Mumbai Metro,True,Mumbai Metro,19.07242118321157,72.89018977616863
86523554/2024,2024-06-27 19:27:00,OTHER,OTHER incident reported in Chennai Metro,Chennai Metro,False,Chennai Metro,13.095045353028103,80.28708639957304
"FIR No. 0095/2026, P.S. Unknown",2026-05-14 05:41:00,ROBBERY,ROBBERY incident reported in Bengaluru City,Bengaluru City,True,Bengaluru City,13.008164176316598,77.59203461167994
"FIR No. 0048/2023, P.S. Unknown",2023-02-22 12:56:00,BURGLARY,BURGLARY incident reported in Bengaluru City,Bengaluru City,False,Bengaluru City,12.977200107443652,77.61264581149854
"FIR No. 0012/2026, P.S. Unknown",2026-03-10 02:13:00,THEFT,THEFT incident reported in Chennai Metro,Chennai Metro,True,Chennai Metro,13.052504689304278,80.26892115270422
"FIR No. 0899/2025, P.S. Unknown",2025-11-25 08:21:00,ASSAULT,ASSAULT incident reported in Pune,Pune,False,Pune,18.53801215207476,73.85684895116339
85149095/2024,2024-10-20 20:25:00,THEFT,THEFT incident reported in Mumbai Metro,Mumbai Metro,False,Mumbai Metro,19.07924513316173,72.86723291078117
83240970/2023,2023-02-04 18:20:00,ROBBERY,ROBBERY incident reported in Mumbai Metro,Mumbai Metro,True,Mumbai Metro,19.0450472759448,72.90052281313365
"FIR No. 0615/2024, P.S. Unknown",2024-12-14 11:36:00,THEFT,THEFT incident reported in Kolkata City,Kolkata City,False,Kolkata City,22.60096532540218,88.33410838255651
82211451/2023,2023-08-15 14:20:00,THEFT,THEFT incident reported in Bengaluru City,Bengaluru City,False,Bengaluru City,12.971216603494222,77.57923087552197
80561610/2024,2024-12-20 06:32:00,THEFT,THEFT incident reported in Mumbai Metro,Mumbai Metro,False,Mumbai Metro,19.0706987076034,72.83738803826414
89262830/2023,2023-11-09 11:38:00,THEFT,THEFT incident reported in Mumbai Metro,Mumbai Metro,True,Mumbai Metro,19.06289131378646,72.88894278925338
"FIR No. 0132/2024, P.S. Unknown",2024-11-19 01:15:00,ASSAULT,ASSAULT incident reported in Pune,Pune,True,Pune,18.5510355993302,73.81895052402024
"FIR No. 0986/2025, P.S. Unknown",2025-10-29 06:14:00,CYBER,CYBER incident reported in Chennai Metro,Chennai Metro,False,Chennai Metro,13.08195443034499,80.27438606060495
"FIR No. 0221/2023, P.S. Unknown",2023-04-06 04:13:00,THEFT,THEFT incident reported in Pune,Pune,False,Pune,18.49877022999548,73.83516107136424
"FIR No. 0557/2025, P.S. Unknown",2025-07-20 07:04:00,CYBER,CYBER incident reported in Kolkata City,Kolkata City,False,Kolkata City,22.571129248853524,88.35258388728602
"FIR No. 0136/2024, P.S. Unknown",2024-03-27 13:26:00,ROBBERY,ROBBERY incident reported in Ahmedabad,Ahmedabad,False,Ahmedabad,23.00765633176756,72.5757090504496
"FIR No. 0047/2024, P.S. Unknown",2024-03-02 21:31:00,THEFT,THEFT incident reported in Mumbai Metro,Mumbai Metro,False,Mumbai Metro,19.062526476011985,72.87012742128839
"FIR No. 0451/2026, P.S. Unknown",2026-08-08 00:56:00,THEFT,THEFT incident reported in Mumbai Metro,Mumbai Metro,False,Mumbai Metro,19.05565271112561,72.8621762932632
"FIR No. 0859/2025, P.S. Unknown",2025-11-19 08:45:00,THEFT,THEFT incident reported in Kolkata City,Kolkata City,False,Kolkata City,22.58633413106556,88.33967768489332
83234289/2024,2024-09-13 20:52:00,ASSAULT,ASSAULT incident reported in Ahmedabad,Ahmedabad,False,Ahmedabad,23.02164630020636,72.59047573247344
83878052/2026,2026-07-23 09:10:00,CYBER,CYBER incident reported in Chennai Metro,Chennai Metro,False,Chennai Metro,13.10526653633913,80.26976560904934
"FIR No. 0123/2024, P.S. Unknown",2024-03-12 13:28:00,BURGLARY,BURGLARY incident reported in Delhi NCR,Delhi NCR,False,Delhi NCR,28.632212549458394,77.22851109779496
"FIR No. 0642/2025, P.S. Unknown",2025-09-17 17:43:00,THEFT,THEFT incident reported in Kolkata City,Kolkata City,False,Kolkata City,22.57419425456175,88.37278913452705
"FIR No. 0297/2023, P.S. Unknown",2023-05-06 03:57:00,CYBER,CYBER incident reported in Hyderabad Metro,Hyderabad Metro,False,Hyderabad Metro,17.400434673464037,78.48191790442839
"FIR No. 0001/2024, P.S. Unknown",2024-03-23 20:23:00,ROBBERY,ROBBERY incident reported in Chennai Metro,Chennai Metro,False,Chennai Metro,13.059009251066236,80.29659910716887
"FIR No. 0131/2025, P.S. Unknown",2025-09-22 18:28:00,ROBBERY,ROBBERY incident reported in Hyderabad Metro,Hyderabad Metro,True,Hyderabad Metro,17.35991273966042,78.52090526715097
86278422/2025,2025-06-15 19:23:00,ROBBERY,ROBBERY incident reported in Bengaluru City,Bengaluru City,False,Bengaluru City,12.965902114530156,77.60502053606905
89410079/2024,2024-05-24 04:49:00,THEFT,THEFT incident reported in Hyderabad Metro,Hyderabad Metro,True,Hyderabad Metro,17.413214421512595,78.4872734387695
"FIR No. 0344/2025, P.S. Unknown",2025-10-17 06:21:00,ROBBERY,ROBBERY incident reported in Delhi NCR,Delhi NCR,False,Delhi NCR,28.61359216408917,77.23314652244028
"FIR No. 0354/2023, P.S. Unknown",2023-09-25 19:02:00,THEFT,THEFT incident reported in Mumbai Metro,Mumbai Metro,True,Mumbai Metro,19.04849191308613,72.86590758636667
81130765/2023,2023-07-26 02:20:00,ROBBERY,ROBBERY incident reported in Chennai Metro,Chennai Metro,False,Chennai Metro,13.040204437280288,80.27899440655216
"FIR No. 0074/2025, P.S. Unknown",2025-01-08 03:33:00,THEFT,THEFT incident reported in Bengaluru City,Bengaluru City,False,Bengaluru City,12.970998435456242,77.62054819922459
"FIR No. 0381/2024, P.S. Unknown",2024-06-15 19:15:00,THEFT,THEFT incident reported in Delhi NCR,Delhi NCR,False,Delhi NCR,28.624195506706755,77.19992844885134
"FIR No. 0150/2025, P.S. Unknown",2025-11-02 18:35:00,THEFT,THEFT incident reported in Hyderabad Metro,Hyderabad Metro,False,Hyderabad Metro,17.35812214197877,78.49311007395475
"FIR No. 0085/2023, P.S. Unknown",2023-03-13 12:37:00,CYBER,CYBER incident reported in Bengaluru City,Bengaluru City,False,Bengaluru City,12.95667344566771,77.60240563354012
"FIR No. 0319/2023, P.S. Unknown",2023-09-13 01:54:00,ASSAULT,ASSAULT incident reported in Chennai Metro,Chennai Metro,False,Chennai Metro,13.065176925444362,80.2674096282444
