ID,Date,Primary Type,Description,Location Description,Arrest,District,Latitude,Longitude
FIR-MUMBAI-2023-00086,2023-10-18 14:20:00,ASSAULT,ASSAULT incident reported in South Mumbai (Colaba/CST),South Mumbai (Colaba/CST),False,South Mumbai (Colaba/CST),18.923457052580932,72.8405422348406
FIR-MUMBAI-2024-00087,2024-01-31 15:56:00,ROBBERY,ROBBERY incident reported in South Mumbai (Colaba/CST),South Mumbai (Colaba/CST),True,South Mumbai (Colaba/CST),18.891627189619047,72.83999813588706
FIR-MUMBAI-2026-00088,2026-05-17 18:13:00,THEFT,THEFT incident reported in Western Suburbs (Andheri),Western Suburbs (Andheri),True,Western Suburbs (Andheri),19.099730632696712,72.84928751284014
FIR-MUMBAI-2023-00089,2023-05-14 17:14:00,ROBBERY,ROBBERY incident reported in Central Mumbai (Dadar),Central Mumbai (Dadar),False,Central Mumbai (Dadar),19.05010265149247,72.86151763335066
FIR-MUMBAI-2023-00090,2023-03-13 00:43:00,ROBBERY,ROBBERY incident reported in South Mumbai (Colaba/CST),South Mumbai (Colaba/CST),True,South Mumbai (Colaba/CST),18.95112566752022,72.84176978129238
FIR-MUMBAI-2024-00091,2024-09-04 17:32:00,ASSAULT,ASSAULT incident reported in Western Suburbs (Andheri),Western Suburbs (Andheri),False,Western Suburbs (Andheri),19.127120122904987,72.86624147422471
FIR-MUMBAI-2023-00092,2023-06-24 21:27:00,THEFT,THEFT incident reported in South Mumbai (Colaba/CST),South Mumbai (Colaba/CST),False,South Mumbai (Colaba/CST),18.967787598722058,72.84923454062483
FIR-MUMBAI-2024-00093,2024-08-30 17:18:00,ASSAULT,ASSAULT incident reported in Western Suburbs (Bandra),Western Suburbs (Bandra),True,Western Suburbs (Bandra),19.085724695021103,72.84323060570954
FIR-MUMBAI-2026-00094,2026-02-25 08:53:00,CYBER,CYBER incident reported in South Mumbai (Colaba/CST),South Mumbai (Colaba/CST),False,South Mumbai (Colaba/CST),18.92688078107013,72.81930168974301
FIR-MUMBAI-2024-00095,2024-12-04 23:51:00,BURGLARY,BURGLARY incident reported in Western Suburbs (Andheri),Western Suburbs (Andheri),False,Western Suburbs (Andheri),19.134162603636643,72.84782312790725
FIR-MUMBAI-2023-00096,2023-05-26 20:34:00,THEFT,THEFT incident reported in South Mumbai (Colaba/CST),South Mumbai (Colaba/CST),False,South Mumbai (Colaba/CST),18.933258810163824,72.84848333142853
FIR-MUMBAI-2025-00097,2025-12-19 21:49:00,ASSAULT,ASSAULT incident reported in Eastern Suburbs (Kurla),Eastern Suburbs (Kurla),False,Eastern Suburbs (Kurla),19.081412175297405,72.882208970123
FIR-MUMBAI-2025-00098,2025-06-09 11:45:00,ASSAULT,ASSAULT incident reported in Western Suburbs (Andheri),Western Suburbs (Andheri),False,Western Suburbs (Andheri),19.110737824880175,72.85752285243815
FIR-MUMBAI-2024-00099,2024-12-11 22:34:00,THEFT,THEFT incident reported in Northern Suburbs (Malad),Northern Suburbs (Malad),False,Northern Suburbs (Malad),19.192151163778195,72.85061919417691
FIR-MUMBAI-2024-00100,2024-11-08 18:58:00,THEFT,THEFT incident reported in Western Suburbs (Andheri),Western Suburbs (Andheri),True,Western Suburbs (Andheri),19.11413210592663,72.84736659997169
FIR-MUMBAI-2026-00101,2026-06-07 15:27:00,BURGLARY,BURGLARY incident reported in Western Suburbs (Andheri),Western Suburbs (Andheri),False,Western Suburbs (Andheri),19.08873856691502,72.87283985948179
FIR-MUMBAI-2025-00102,2025-09-11 23:43:00,ASSAULT,ASSAULT incident reported in Central Mumbai (Dadar),Central Mumbai (Dadar),True,Central Mumbai (Dadar),19.009098918674713,72.86126068650461
FIR-MUMBAI-2024-00103,2024-07-10 11:42:00,THEFT,THEFT incident reported in Western Suburbs (Andheri),Western Suburbs (Andheri),False,Western Suburbs (Andheri),19.092844349563446,72.82326916686611
FIR-MUMBAI-2025-00104,2025-04-02 05:12:00,ASSAULT,ASSAULT incident reported in Eastern Suburbs (Kurla),Eastern Suburbs (Kurla),True,Eastern Suburbs (Kurla),19.084384205355786,72.84391374843581
FIR-MUMBAI-2024-00105,2024-09-18 08:36:00,ASSAULT,ASSAULT incident reported in Northern Suburbs (Malad),Northern Suburbs (Malad),False,Northern Suburbs (Malad),19.15108471639799,72.82673402476593
FIR-MUMBAI-2025-00106,2025-02-15 13:19:00,THEFT,THEFT incident reported in South Mumbai (Colaba/CST),South Mumbai (Colaba/CST),False,South Mumbai (Colaba/CST),18.944906117414767,72.83238224530999
FIR-MUMBAI-2026-00107,2026-04-05 08:58:00,THEFT,THEFT incident reported in Northern Suburbs (Malad),Northern Suburbs (Malad),False,Northern Suburbs (Malad),19.176249645363036,72.83187208977567
FIR-MUMBAI-2024-00108,2024-06-07 08:52:00,ASSAULT,ASSAULT incident reported in Western Suburbs (Bandra),Western Suburbs (Bandra),False,Western Suburbs (Bandra),19.044932340465706,72.83012140156936
FIR-MUMBAI-2024-00109,2024-09-24 16:38:00,THEFT,THEFT incident reported in Western Suburbs (Bandra),Western Suburbs (Bandra),False,Western Suburbs (Bandra),19.064200785730534,72.8083419957218
FIR-MUMBAI-2026-00110,2026-03-02 10:00:00,ASSAULT,ASSAULT incident reported in Western Suburbs (Andheri),Western Suburbs (Andheri),True,Western Suburbs (Andheri),19.099874438256176,72.86795099558033
FIR-MUMBAI-2024-00111,2024-01-17 15:04:00,THEFT,THEFT incident reported in South Mumbai (Colaba/CST),South Mumbai (Colaba/CST),False,South Mumbai (Colaba/CST),18.931067685344157,72.8236691130784
FIR-MUMBAI-2026-00112,2026-07-12 12:59:00,THEFT,THEFT incident reported in Northern Suburbs (Malad),Northern Suburbs (Malad),False,Northern Suburbs (Malad),19.166930905638775,72.85991750030054
FIR-MUMBAI-2025-00113,2025-02-03 12:14:00,ROBBERY,ROBBERY incident reported in South Mumbai (Colaba/CST),South Mumbai (Colaba/CST),True,South Mumbai (Colaba/CST),18.9412458459231,72.82916547183086
FIR-MUMBAI-2024-00114,2024-11-09 16:02:00,THEFT,THEFT incident reported in Western Suburbs (Bandra),Western Suburbs (Bandra),False,Western Suburbs (Bandra),19.049879193349817,72.86479067581955
FIR-MUMBAI-2025-00115,2025-10-20 05:57:00,THEFT,THEFT incident reported in Central Mumbai (Dadar),Central Mumbai (Dadar),False,Central Mumbai (Dadar),19.004261379216327,72.85335995268709
FIR-MUMBAI-2026-00116,2026-07-11 09:27:00,CYBER,CYBER incident reported in Western Suburbs (Bandra),Western Suburbs (Bandra),False,Western Suburbs (Bandra),19.07539424057038,72.85308924707311
FIR-MUMBAI-2024-00117,2024-05-07 02:30:00,BURGLARY,BURGLARY incident reported in Eastern Suburbs (Kurla),Eastern Suburbs (Kurla),False,Eastern Suburbs (Kurla),19.07212372251942,72.84790371048267
FIR-MUMBAI-2023-00118,2023-08-27 12:11:00,ROBBERY,ROBBERY incident reported in Western Suburbs (Bandra),Western Suburbs (Bandra),False,Western Suburbs (Bandra),19.03165791970751,72.84310846005515
FIR-MUMBAI-2025-00119,2025-06-14 10:09:00,THEFT,THEFT incident reported in Central Mumbai (Dadar),Central Mumbai (Dadar),False,Central Mumbai (Dadar),19.0291297134525,72.823283761384
FIR-MUMBAI-2023-00120,2023-07-20 05:31:00,THEFT,THEFT incident reported in South Mumbai (Colaba/CST),South Mumbai (Colaba/CST),False,South Mumbai (Colaba/CST),18.902589536117247,72.82184419301375
FIR-MUMBAI-2025-00121,2025-12-13 10:52:00,THEFT,THEFT incident reported in Western Suburbs (Andheri),Western Suburbs (Andheri),False,Western Suburbs (Andheri),19.098193562091346,72.81163761058669
FIR-MUMBAI-2026-00122,2026-07-28 18:47:00,ASSAULT,ASSAULT incident reported in Western Suburbs (Andheri),Western Suburbs (Andheri),False,Western Suburbs (Andheri),19.116305768353925,72.84010958318179
FIR-MUMBAI-2023-00123,2023-05-20 20:01:00,CYBER,CYBER incident reported in Northern Suburbs (Malad),Northern Suburbs (Malad),False,Northern Suburbs (Malad),19.15454183161866,72.83077467086821
FIR-MUMBAI-2023-00124,2023-02-17 18:48:00,OTHER,OTHER incident reported in Western Suburbs (Bandra),Western Suburbs (Bandra),False,Western Suburbs (Bandra),19.083098462804177,72.83856940247541
FIR-MUMBAI-2025-00125,2025-12-30 00:28:00,OTHER,OTHER incident reported in Western Suburbs (Andheri),Western Suburbs (Andheri),False,Western Suburbs (Andheri),19.117091898960272,72.83989597220936
FIR-MUMBAI-2026-00126,2026-04-10 10:00:00,ASSAULT,ASSAULT incident reported in Central Mumbai (Dadar),Central Mumbai (Dadar),True,Central Mumbai (Dadar),19.04218624207646,72.87596653572358
FIR-MUMBAI-2023-00127,2023-09-07 02:06:00,THEFT,THEFT incident reported in Eastern Suburbs (Kurla),Eastern Suburbs (Kurla),True,Eastern Suburbs (Kurla),19.045256051532764,72.85739330819216
FIR-MUMBAI-2025-00128,2025-04-16 16:21:00,BURGLARY,BURGLARY incident reported in Western Suburbs (Bandra),Western Suburbs (Bandra),False,Western Suburbs (Bandra),19.054396096660046,72.820265114829
FIR-MUMBAI-2023-00129,2023-12-22 17:31:00,ASSAULT,ASSAULT incident reported in Western Suburbs (Andheri),Western Suburbs (Andheri),True,Western Suburbs (Andheri),19.101778950787388,72.82427532153335
FIR-MUMBAI-2026-00130,2026-06-14 12:48:00,CYBER,CYBER incident reported in South Mumbai (Colaba/CST),South Mumbai (Colaba/CST),False,South Mumbai (Colaba/CST),18.95204588097256,72.83739560171625
FIR-MUMBAI-2025-00131,2025-06-02 18:51:00,ROBBERY,ROBBERY incident reported in South Mumbai (Colaba/CST),South Mumbai (Colaba/CST),False,South Mumbai (Colaba/CST),18.880815053179735,72.82811307914002
