ID,Date,Primary Type,Description,Location Description,Arrest,District,Latitude,Longitude
88257272/2026,2026-06-04 07:30:00,BURGLARY,BURGLARY incident reported in South West Delhi (Dwarka),South West Delhi (Dwarka),False,South West Delhi (Dwarka),28.59717669406905,77.01225126601045
"FIR No. 0030/2023, P.S. Hauz Khas",2023-01-26 02:13:00,ASSAULT,ASSAULT incident reported in South Delhi (Hauz Khas),South Delhi (Hauz Khas),False,South Delhi (Hauz Khas),28.52754178499841,77.20678805388307
"FIR No. 0067/2025, P.S. Rohini",2025-02-14 03:36:00,THEFT,THEFT incident reported in North West Delhi (Rohini),North West Delhi (Rohini),True,North West Delhi (Rohini),28.70704546822069,77.09469613107991
87011031/2024,2024-03-05 13:40:00,THEFT,THEFT incident reported in East Delhi (Preet Vihar),East Delhi (Preet Vihar),False,East Delhi (Preet Vihar),28.63844166062441,77.2798713503466
"FIR No. 0148/2025, P.S. Parliament Street",2025-02-08 16:46:00,ASSAULT,ASSAULT incident reported in New Delhi (Parliament Street),New Delhi (Parliament Street),False,New Delhi (Parliament Street),28.64314206520088,77.21683110098445
"FIR No. 0041/2025, P.S. Hauz Khas",2025-04-13 10:26:00,ROBBERY,ROBBERY incident reported in South Delhi (Hauz Khas),South Delhi (Hauz Khas),True,South Delhi (Hauz Khas),28.552255777081463,77.19393258640599
"FIR No. 0052/2024, P.S. Parliament Street",2024-11-21 07:13:00,BURGLARY,BURGLARY incident reported in New Delhi (Parliament Street),New Delhi (Parliament Street),True,New Delhi (Parliament Street),28.636795522130303,77.21511767873675
"FIR No. 0075/2026, P.S. Connaught Place",2026-02-09 14:12:00,THEFT,THEFT incident reported in Central Delhi (Connaught Place),Central Delhi (Connaught Place),True,Central Delhi (Connaught Place),28.641354569484907,77.20531720667617
"FIR No. 1031/2024, P.S. Dwarka",2024-12-19 03:13:00,ROBBERY,ROBBERY incident reported in South West Delhi (Dwarka),South West Delhi (Dwarka),False,South West Delhi (Dwarka),28.579393618408144,77.06084124082332
"FIR No. 0107/2023, P.S. Rohini",2023-02-21 00:06:00,ASSAULT,ASSAULT incident reported in North West Delhi (Rohini),North West Delhi (Rohini),False,North West Delhi (Rohini),28.708327527876545,77.10110688212997
"FIR No. 0376/2023, P.S. Connaught Place",2023-09-17 21:01:00,KIDNAPPING,KIDNAPPING incident reported in Central Delhi (Connaught Place),Central Delhi (Connaught Place),False,Central Delhi (Connaught Place),28.63358555379852,77.19946450770624
"FIR No. 0732/2026, P.S. Hauz Khas",2026-07-20 13:59:00,ROBBERY,ROBBERY incident reported in South Delhi (Hauz Khas),South Delhi (Hauz Khas),False,South Delhi (Hauz Khas),28.55282386620024,77.17158134813104
"FIR No. 0434/2024, P.S. Hauz Khas",2024-05-05 18:57:00,THEFT,THEFT incident reported in South Delhi (Hauz Khas),South Delhi (Hauz Khas),True,South Delhi (Hauz Khas),28.559867980319154,77.21579037520404
"FIR No. 0094/2023, P.S. Parliament Street",2023-04-03 11:00:00,THEFT,THEFT incident reported in New Delhi (Parliament Street),New Delhi (Parliament Street),True,New Delhi (Parliament Street),28.61671575962984,77.21261265998073
"FIR No. 0177/2026, P.S. Dwarka",2026-05-02 13:52:00,THEFT,THEFT incident reported in South West Delhi (Dwarka),South West Delhi (Dwarka),True,South West Delhi (Dwarka),28.57787778491067,77.06630741382257
"FIR No. 0062/2023, P.S. Preet Vihar",2023-05-19 02:35:00,ROBBERY,ROBBERY incident reported in East Delhi (Preet Vihar),East Delhi (Preet Vihar),False,East Delhi (Preet Vihar),28.6413363326798,77.31719884405153
"FIR No. 0188/2024, P.S. Connaught Place",2024-03-29 10:25:00,ASSAULT,ASSAULT incident reported in Central Delhi (Connaught Place),Central Delhi (Connaught Place),False,Central Delhi (Connaught Place),28.650395244038734,77.21428194307157
"FIR No. 0228/2024, P.S. Preet Vihar",2024-07-25 07:15:00,THEFT,THEFT incident reported in East Delhi (Preet Vihar),East Delhi (Preet Vihar),True,East Delhi (Preet Vihar),28.6592023638308,77.30546894014817
"FIR No. 1235/2024, P.S. Rohini",2024-12-10 14:12:00,ASSAULT,ASSAULT incident reported in North West Delhi (Rohini),North West Delhi (Rohini),False,North West Delhi (Rohini),28.682683459510205,77.09634088155038
"FIR No. 0481/2026, P.S. Dwarka",2026-07-30 23:04:00,ASSAULT,ASSAULT incident reported in South West Delhi (Dwarka),South West Delhi (Dwarka),True,South West Delhi (Dwarka),28.569527791361285,77.05586263228571
"FIR No. 0345/2024, P.S. Rohini",2024-04-11 01:21:00,ROBBERY,ROBBERY incident reported in North West Delhi (Rohini),North West Delhi (Rohini),False,North West Delhi (Rohini),28.685813827344635,77.09234538381891
"FIR No. 0021/2023, P.S. Hauz Khas",2023-01-31 23:51:00,ASSAULT,ASSAULT incident reported in South Delhi (Hauz Khas),South Delhi (Hauz Khas),False,South Delhi (Hauz Khas),28.54613792303896,77.19294832281516
"FIR No. 0190/2024, P.S. Dwarka",2024-02-12 07:43:00,THEFT,THEFT incident reported in South West Delhi (Dwarka),South West Delhi (Dwarka),True,South West Delhi (Dwarka),28.60234580061536,77.04122573053655
"FIR No. 0286/2025, P.S. Parliament Street",2025-12-22 12:20:00,THEFT,THEFT incident reported in New Delhi (Parliament Street),New Delhi (Parliament Street),False,New Delhi (Parliament Street),28.64136256705696,77.22211845067203
"FIR No. 0019/2024, P.S. Dwarka",2024-05-26 14:07:00,KIDNAPPING,KIDNAPPING incident reported in South West Delhi (Dwarka),South West Delhi (Dwarka),True,South West Delhi (Dwarka),28.610876286904688,77.03954094392516
"FIR No. 0164/2025, P.S. Dwarka",2025-07-31 11:14:00,ASSAULT,ASSAULT incident reported in South West Delhi (Dwarka),South West Delhi (Dwarka),False,South West Delhi (Dwarka),28.60201225665459,77.04471675595161
"FIR No. 0336/2025, P.S. Preet Vihar",2025-10-08 01:02:00,THEFT,THEFT incident reported in East Delhi (Preet Vihar),East Delhi (Preet Vihar),False,East Delhi (Preet Vihar),28.62793630458376,77.29810312909223
"FIR No. 0933/2024, P.S. Parliament Street",2024-11-17 19:06:00,ASSAULT,ASSAULT incident reported in New Delhi (Parliament Street),New Delhi (Parliament Street),False,New Delhi (Parliament Street),28.648970488020083,77.2041198209892
"FIR No. 0568/2023, P.S. Rohini",2023-11-17 23:57:00,THEFT,THEFT incident reported in North West Delhi (Rohini),North West Delhi (Rohini),False,North West Delhi (Rohini),28.707895042873886,77.10530025824818
82790179/2023,2023-02-27 20:10:00,THEFT,THEFT incident reported in South West Delhi (Dwarka),South West Delhi (Dwarka),False,South West Delhi (Dwarka),28.57717539970717,77.04932287898386
88565986/2026,2026-05-07 06:49:00,THEFT,THEFT incident reported in North West Delhi (Rohini),North West Delhi (Rohini),False,North West Delhi (Rohini),28.715558502404058,77.1075675574753
"FIR No. 0500/2024, P.S. Rohini",2024-11-12 17:50:00,THEFT,THEFT incident reported in North West Delhi (Rohini),North West Delhi (Rohini),False,North West Delhi (Rohini),28.703029100767687,77.11607387414008
"FIR No. 0475/2024, P.S. Connaught Place",2024-07-15 19:58:00,THEFT,THEFT incident reported in Central Delhi (Connaught Place),Central Delhi (Connaught Place),False,Central Delhi (Connaught Place),28.599446461112112,77.17195962545377
"FIR No. 0032/2025, P.S. Hauz Khas",2025-02-25 04:18:00,THEFT,THEFT incident reported in South Delhi (Hauz Khas),South Delhi (Hauz Khas),True,South Delhi (Hauz Khas),28.577892799352643,77.19696548756514
"FIR No. 0243/2025, P.S. Hauz Khas",2025-12-29 18:51:00,ROBBERY,ROBBERY incident reported in South Delhi (Hauz Khas),South Delhi (Hauz Khas),False,South Delhi (Hauz Khas),28.54123132399988,77.19799198308725
"FIR No. 0262/2024, P.S. Hauz Khas",2024-03-28 01:04:00,THEFT,THEFT incident reported in South Delhi (Hauz Khas),South Delhi (Hauz Khas),False,South Delhi (Hauz Khas),28.529102820423425,77.216098479365
88144222/2025,2025-12-05 23:26:00,BURGLARY,BURGLARY incident reported in East Delhi (Preet Vihar),East Delhi (Preet Vihar),False,East Delhi (Preet Vihar),28.65636875614594,77.3021610002302
85889672/2023,2023-03-18 05:12:00,OTHER,OTHER incident reported in New Delhi (Parliament Street),New Delhi (Parliament Street),False,New Delhi (Parliament Street),28.611980524544048,77.1914632476558
"FIR No. 0202/2025, P.S. Rohini",2025-07-26 17:38:00,BURGLARY,BURGLARY incident reported in North West Delhi (Rohini),North West Delhi (Rohini),True,North West Delhi (Rohini),28.70487181199076,77.08741353295062
"FIR No. 0196/2026, P.S. Connaught Place",2026-05-17 10:01:00,THEFT,THEFT incident reported in Central Delhi (Connaught Place),Central Delhi (Connaught Place),False,Central Delhi (Connaught Place),28.665383964148702,77.23390833805792
"FIR No. 0134/2023, P.S. Parliament Street",2023-05-10 19:31:00,THEFT,THEFT incident reported in New Delhi (Parliament Street),New Delhi (Parliament Street),False,New Delhi (Parliament Street),28.63196354566414,77.23218395487902
"FIR No. 0619/2023, P.S. Rohini",2023-09-27 12:16:00,ASSAULT,ASSAULT incident reported in North West Delhi (Rohini),North West Delhi (Rohini),False,North West Delhi (Rohini),28.723304255399825,77.09519787830864
"FIR No. 0024/2025, P.S. Preet Vihar",2025-01-28 04:41:00,THEFT,THEFT incident reported in East Delhi (Preet Vihar),East Delhi (Preet Vihar),False,East Delhi (Preet Vihar),28.652509097861483,77.28259975159999
85138714/2024,2024-05-02 19:59:00,ROBBERY,ROBBERY incident reported in South West Delhi (Dwarka),South West Delhi (Dwarka),False,South West Delhi (Dwarka),28.590071781344275,77.04181276831852
80938953/2026,2026-03-20 12:04:00,THEFT,THEFT incident reported in East Delhi (Preet Vihar),East Delhi (Preet Vihar),False,East Delhi (Preet Vihar),28.63912799597794,77.27268146715788
"FIR No. 0010/2026, P.S. Hauz Khas",2026-04-09 22:03:00,ROBBERY,ROBBERY incident reported in South Delhi (Hauz Khas),South Delhi (Hauz Khas),False,South Delhi (Hauz Khas),28.533336263975105,77.18058660967876
"FIR No. 0767/2023, P.S. Dwarka",2023-12-15 23:10:00,THEFT,THEFT incident reported in South West Delhi (Dwarka),South West Delhi (Dwarka),False,South West Delhi (Dwarka),28.6008869236837,77.06211329749472
"FIR No. 0040/2026, P.S. Rohini",2026-01-12 10:44:00,OTHER,OTHER incident reported in North West Delhi (Rohini),North West Delhi (Rohini),True,North West Delhi (Rohini),28.679345002894685,77.12122808057114
"FIR No. 0189/2023, P.S. Hauz Khas",2023-06-24 13:40:00,ASSAULT,ASSAULT incident reported in South Delhi (Hauz Khas),South Delhi (Hauz Khas),False,South Delhi (Hauz Khas),28.54545191440122,77.20554932275034
"FIR No. 0242/2024, P.S. Dwarka",2024-07-02 19:42:00,THEFT,THEFT incident reported in South West Delhi (Dwarka),South West Delhi (Dwarka),False,South West Delhi (Dwarka),28.600232979256383,77.06158873885248
"FIR No. 0262/2025, P.S. Connaught Place",2025-03-04 05:05:00,BURGLARY,BURGLARY incident reported in Central Delhi (Connaught Place),Central Delhi (Connaught Place),True,Central Delhi (Connaught Place),28.62521309853772,77.20246556763314
"FIR No. 0644/2025, P.S. Connaught Place",2025-10-02 02:26:00,ASSAULT,ASSAULT incident reported in Central Delhi (Connaught Place),Central Delhi (Connaught Place),True,Central Delhi (Connaught Place),28.637136032524808,77.20009649844025
"FIR No. 0207/2026, P.S. Hauz Khas",2026-04-21 09:56:00,THEFT,THEFT incident reported in South Delhi (Hauz Khas),South Delhi (Hauz Khas),False,South Delhi (Hauz Khas),28.56819523737176,77.20291360830883
"FIR No. 0145/2024, P.S. Rohini",2024-03-13 15:03:00,ASSAULT,ASSAULT incident reported in North West Delhi (Rohini),North West Delhi (Rohini),False,North West Delhi (Rohini),28.682980785115188,77.09752858157944
86177610/2024,2024-08-16 21:29:00,ROBBERY,ROBBERY incident reported in South West Delhi (Dwarka),South West Delhi (Dwarka),True,South West Delhi (Dwarka),28.583820339521232,77.0444343184375
"FIR No. 0673/2023, P.S. Rohini",2023-09-20 18:58:00,BURGLARY,BURGLARY incident reported in North West Delhi (Rohini),North West Delhi (Rohini),True,North West Delhi (Rohini),28.67939122392817,77.10022352962666
82498087/2025,2025-01-03 22:14:00,BURGLARY,BURGLARY incident reported in South Delhi (Hauz Khas),South Delhi (Hauz Khas),True,South Delhi (Hauz Khas),28.55406369450704,77.16522076153319
"FIR No. 1227/2024, P.S. Connaught Place",2024-12-02 22:36:00,ROBBERY,ROBBERY incident reported in Central Delhi (Connaught Place),Central Delhi (Connaught Place),False,Central Delhi (Connaught Place),28.62137564421777,77.22495417035996
"FIR No. 0260/2026, P.S. Preet Vihar",2026-06-22 13:07:00,ASSAULT,ASSAULT incident reported in East Delhi (Preet Vihar),East Delhi (Preet Vihar),False,East Delhi (Preet Vihar),28.635381953200422,77.29827744390182
"FIR No. 0010/2025, P.S. Connaught Place",2025-06-21 23:00:00,ASSAULT,ASSAULT incident reported in Central Delhi (Connaught Place),Central Delhi (Connaught Place),False,Central Delhi (Connaught Place),28.6444707302478,77.20232219028352
89545733/2025,2025-03-24 19:22:00,ROBBERY,ROBBERY incident reported in North West Delhi (Rohini),North West Delhi (Rohini),False,North West Delhi (Rohini),28.70482641052561,77.12887959626569
"FIR No. 0017/2025, P.S. Hauz Khas",2025-11-03 16:16:00,THEFT,THEFT incident reported in South Delhi (Hauz Khas),South Delhi (Hauz Khas),False,South Delhi (Hauz Khas),28.534702368510192,77.21472450072527
"FIR No. 0256/2025, P.S. Preet Vihar",2025-05-25 10:45:00,THEFT,THEFT incident reported in East Delhi (Preet Vihar),East Delhi (Preet Vihar),False,East Delhi (Preet Vihar),28.65371334780806,77.29004733291393
"FIR No. 0596/2024, P.S. Parliament Street",2024-08-30 14:52:00,ROBBERY,ROBBERY incident reported in New Delhi (Parliament Street),New Delhi (Parliament Street),False,New Delhi (Parliament Street),28.63936753991433,77.20141864226437
83346741/2024,2024-02-01 13:41:00,BURGLARY,BURGLARY incident reported in South West Delhi (Dwarka),South West Delhi (Dwarka),False,South West Delhi (Dwarka),28.56996626221166,77.05748219900562
"FIR No. 0135/2024, P.S. Preet Vihar",2024-05-31 17:56:00,THEFT,THEFT incident reported in East Delhi (Preet Vihar),East Delhi (Preet Vihar),False,East Delhi (Preet Vihar),28.64939821816293,77.29412800967633
"FIR No. 0010/2023, P.S. Connaught Place",2023-02-15 13:15:00,OTHER,OTHER incident reported in Central Delhi (Connaught Place),Central Delhi (Connaught Place),False,Central Delhi (Connaught Place),28.66279235767982,77.22173347848344
"FIR No. 0179/2025, P.S. Preet Vihar",2025-08-21 00:22:00,THEFT,THEFT incident reported in East Delhi (Preet Vihar),East Delhi (Preet Vihar),False,East Delhi (Preet Vihar),28.66236859525957,77.28002606114369
"FIR No. 0023/2026, P.S. Connaught Place",2026-02-03 06:28:00,THEFT,THEFT incident reported in Central Delhi (Connaught Place),Central Delhi (Connaught Place),True,Central Delhi (Connaught Place),28.61796322415076,77.18892342686667
"FIR No. 0470/2025, P.S. Preet Vihar",2025-10-21 18:34:00,THEFT,THEFT incident reported in East Delhi (Preet Vihar),East Delhi (Preet Vihar),True,East Delhi (Preet Vihar),28.624266360203944,77.28336008651694
"FIR No. 0198/2025, P.S. Dwarka",2025-04-21 16:12:00,ROBBERY,ROBBERY incident reported in South West Delhi (Dwarka),South West Delhi (Dwarka),True,South West Delhi (Dwarka),28.58384239744988,77.05880954150047
"FIR No. 0272/2023, P.S. Parliament Street",2023-06-26 13:38:00,THEFT,THEFT incident reported in New Delhi (Parliament Street),New Delhi (Parliament Street),False,New Delhi (Parliament Street),28.600497730173647,77.20781886505002
"FIR No. 0263/2024, P.S. Connaught Place",2024-07-04 11:53:00,ROBBERY,ROBBERY incident reported in Central Delhi (Connaught Place),Central Delhi (Connaught Place),False,Central Delhi (Connaught Place),28.65057674840593,77.23279025948472
"FIR No. 0838/2023, P.S. Rohini",2023-12-16 09:30:00,THEFT,THEFT incident reported in North West Delhi (Rohini),North West Delhi (Rohini),False,North West Delhi (Rohini),28.71849729285872,77.100006506047
85346961/2024,2024-09-06 22:23:00,ASSAULT,ASSAULT incident reported in South West Delhi (Dwarka),South West Delhi (Dwarka),True,South West Delhi (Dwarka),28.61413243566269,77.05728970082491
"FIR No. 0018/2025, P.S. Preet Vihar",2025-05-10 11:22:00,THEFT,THEFT incident reported in East Delhi (Preet Vihar),East Delhi (Preet Vihar),False,East Delhi (Preet Vihar),28.64554763737913,77.29702683333511
"FIR No. 0393/2026, P.S. Rohini",2026-05-20 22:00:00,ROBBERY,ROBBERY incident reported in North West Delhi (Rohini),North West Delhi (Rohini),False,North West Delhi (Rohini),28.71793269977129,77.11632790520491
82212838/2026,2026-03-08 14:23:00,ASSAULT,ASSAULT incident reported in South West Delhi (Dwarka),South West Delhi (Dwarka),False,South West Delhi (Dwarka),28.58914674996886,77.06119382573058
"FIR No. 0151/2025, P.S. Rohini",2025-06-08 06:55:00,THEFT,THEFT incident reported in North West Delhi (Rohini),North West Delhi (Rohini),False,North West Delhi (Rohini),28.686501105305823,77.09263853840564
"FIR No. 0410/2023, P.S. Hauz Khas",2023-10-09 11:13:00,THEFT,THEFT incident reported in South Delhi (Hauz Khas),South Delhi (Hauz Khas),False,South Delhi (Hauz Khas),28.527822419332768,77.20967689453225
"FIR No. 0231/2025, P.S. Connaught Place",2025-12-22 20:22:00,THEFT,THEFT incident reported in Central Delhi (Connaught Place),Central Delhi (Connaught Place),False,Central Delhi (Connaught Place),28.60875532793925,77.20044287195552
83295915/2025,2025-09-21 01:53:00,ASSAULT,ASSAULT incident reported in North West Delhi (Rohini),North West Delhi (Rohini),False,North West Delhi (Rohini),28.6880622508288,77.09559761829914
"FIR No. 0187/2024, P.S. Hauz Khas",2024-03-25 06:33:00,THEFT,THEFT incident reported in South Delhi (Hauz Khas),South Delhi (Hauz Khas),True,South Delhi (Hauz Khas),28.57196666549312,77.22832264043967
"FIR No. 0294/2023, P.S. Hauz Khas",2023-09-24 14:53:00,ASSAULT,ASSAULT incident reported in South Delhi (Hauz Khas),South Delhi (Hauz Khas),False,South Delhi (Hauz Khas),28.53589568502448,77.20548424856459
"FIR No. 0061/2023, P.S. Rohini",2023-11-20 05:46:00,THEFT,THEFT incident reported in North West Delhi (Rohini),North West Delhi (Rohini),True,North West Delhi (Rohini),28.70231058798264,77.10376734742218
"FIR No. 0254/2023, P.S. Connaught Place",2023-04-23 09:15:00,THEFT,THEFT incident reported in Central Delhi (Connaught Place),Central Delhi (Connaught Place),True,Central Delhi (Connaught Place),28.62923291121082,77.23157513963785
"FIR No. 0555/2024, P.S. Hauz Khas",2024-06-27 16:24:00,THEFT,THEFT incident reported in South Delhi (Hauz Khas),South Delhi (Hauz Khas),False,South Delhi (Hauz Khas),28.56640271869385,77.2107761037844
"FIR No. 0240/2026, P.S. Parliament Street",2026-04-23 16:44:00,BURGLARY,BURGLARY incident reported in New Delhi (Parliament Street),New Delhi (Parliament Street),False,New Delhi (Parliament Street),28.610989799976768,77.21381935487838
"FIR No. 0445/2023, P.S. Connaught Place",2023-06-21 22:43:00,ASSAULT,ASSAULT incident reported in Central Delhi (Connaught Place),Central Delhi (Connaught Place),False,Central Delhi (Connaught Place),28.61542518273245,77.22748313826543
84809630/2024,2024-01-03 06:57:00,THEFT,THEFT incident reported in South West Delhi (Dwarka),South West Delhi (Dwarka),False,South West Delhi (Dwarka),28.572818912832176,77.04319852429455
"FIR No. 0435/2026, P.S. Connaught Place",2026-04-10 17:05:00,ASSAULT,ASSAULT incident reported in Central Delhi (Connaught Place),Central Delhi (Connaught Place),True,Central Delhi (Connaught Place),28.63027209285076,77.2086656826014
"FIR No. 0506/2026, P.S. Rohini",2026-06-25 16:00:00,THEFT,THEFT incident reported in North West Delhi (Rohini),North West Delhi (Rohini),False,North West Delhi (Rohini),28.677324609143525,77.12375975090383
"FIR No. 0174/2024, P.S. Hauz Khas",2024-04-29 09:05:00,THEFT,THEFT incident reported in South Delhi (Hauz Khas),South Delhi (Hauz Khas),True,South Delhi (Hauz Khas),28.52741924824116,77.17930611623308
"FIR No. 0103/2023, P.S. Connaught Place",2023-12-12 12:59:00,THEFT,THEFT incident reported in Central Delhi (Connaught Place),Central Delhi (Connaught Place),True,Central Delhi (Connaught Place),28.635257324708185,77.20829127616719
"FIR No. 0040/2025, P.S. Parliament Street",2025-02-27 01:23:00,ROBBERY,ROBBERY incident reported in New Delhi (Parliament Street),New Delhi (Parliament Street),False,New Delhi (Parliament Street),28.60445601989601,77.20743695425573
"FIR No. 0103/2025, P.S. Parliament Street",2025-03-01 19:43:00,ASSAULT,ASSAULT incident reported in New Delhi (Parliament Street),New Delhi (Parliament Street),False,New Delhi (Parliament Street),28.647500684673943,77.21002100073625
"FIR No. 0166/2024, P.S. Hauz Khas",2024-05-02 06:15:00,THEFT,THEFT incident reported in South Delhi (Hauz Khas),South Delhi (Hauz Khas),False,South Delhi (Hauz Khas),28.562409035645413,77.1923460144182
"FIR No. 0612/2025, P.S. Hauz Khas",2025-07-04 03:07:00,THEFT,THEFT incident reported in South Delhi (Hauz Khas),South Delhi (Hauz Khas),False,South Delhi (Hauz Khas),28.5656694029653,77.16377647562402
89573268/2023,2023-09-07 12:36:00,ASSAULT,ASSAULT incident reported in East Delhi (Preet Vihar),East Delhi (Preet Vihar),False,East Delhi (Preet Vihar),28.640791481418088,77.30450945313038
"FIR No. 0193/2026, P.S. Rohini",2026-02-21 16:42:00,THEFT,THEFT incident reported in North West Delhi (Rohini),North West Delhi (Rohini),False,North West Delhi (Rohini),28.723520171881205,77.11196655633768
88118649/2026,2026-05-12 07:08:00,ROBBERY,ROBBERY incident reported in South Delhi (Hauz Khas),South Delhi (Hauz Khas),False,South Delhi (Hauz Khas),28.52520247356601,77.21058067865893
"FIR No. 0223/2025, P.S. Rohini",2025-09-17 06:47:00,THEFT,THEFT incident reported in North West Delhi (Rohini),North West Delhi (Rohini),False,North West Delhi (Rohini),28.70331838430226,77.10908791392512
"FIR No. 0158/2024, P.S. Parliament Street",2024-06-09 06:34:00,THEFT,THEFT incident reported in New Delhi (Parliament Street),New Delhi (Parliament Street),False,New Delhi (Parliament Street),28.599417056667445,77.21238303351365
"FIR No. 1001/2025, P.S. Hauz Khas",2025-12-31 08:32:00,THEFT,THEFT incident reported in South Delhi (Hauz Khas),South Delhi (Hauz Khas),False,South Delhi (Hauz Khas),28.561066066525008,77.21730557202798
"FIR No. 0383/2024, P.S. Preet Vihar",2024-08-19 17:55:00,THEFT,THEFT incident reported in East Delhi (Preet Vihar),East Delhi (Preet Vihar),False,East Delhi (Preet Vihar),28.66533010321637,77.28715511684939
"FIR No. 0148/2023, P.S. Parliament Street",2023-06-26 22:00:00,ASSAULT,ASSAULT incident reported in New Delhi (Parliament Street),New Delhi (Parliament Street),False,New Delhi (Parliament Street),28.6344449924273,77.2200505939123
"FIR No. 0025/2025, P.S. Rohini",2025-02-15 08:50:00,THEFT,THEFT incident reported in North West Delhi (Rohini),North West Delhi (Rohini),False,North West Delhi (Rohini),28.70372526528519,77.08940245683934
"FIR No. 0081/2025, P.S. Parliament Street",2025-01-09 08:56:00,THEFT,THEFT incident reported in New Delhi (Parliament Street),New Delhi (Parliament Street),False,New Delhi (Parliament Street),28.61559421713864,77.20620990091068
"FIR No. 0275/2026, P.S. Hauz Khas",2026-07-07 13:59:00,THEFT,THEFT incident reported in South Delhi (Hauz Khas),South Delhi (Hauz Khas),False,South Delhi (Hauz Khas),28.56541280573761,77.20049975786908
"FIR No. 0030/2024, P.S. Connaught Place",2024-01-15 12:32:00,THEFT,THEFT incident reported in Central Delhi (Connaught Place),Central Delhi (Connaught Place),False,Central Delhi (Connaught Place),28.626785140098143,77.22269580077615
"FIR No. 0365/2024, P.S. Dwarka",2024-05-24 05:41:00,THEFT,THEFT incident reported in South West Delhi (Dwarka),South West Delhi (Dwarka),False,South West Delhi (Dwarka),28.57683791126582,77.01174679394725
"FIR No. 0481/2025, P.S. Preet Vihar",2025-06-28 15:24:00,ASSAULT,ASSAULT incident reported in East Delhi (Preet Vihar),East Delhi (Preet Vihar),False,East Delhi (Preet Vihar),28.634921585126683,77.28126640978427
"FIR No. 0583/2025, P.S. Rohini",2025-11-25 18:23:00,THEFT,THEFT incident reported in North West Delhi (Rohini),North West Delhi (Rohini),False,North West Delhi (Rohini),28.707546921472087,77.0646139578706
"FIR No. 0062/2023, P.S. Connaught Place",2023-01-13 02:49:00,ASSAULT,ASSAULT incident reported in Central Delhi (Connaught Place),Central Delhi (Connaught Place),True,Central Delhi (Connaught Place),28.6276422702975,77.19576983710651
83699862/2023,2023-11-06 18:36:00,ASSAULT,ASSAULT incident reported in South Delhi (Hauz Khas),South Delhi (Hauz Khas),True,South Delhi (Hauz Khas),28.545998173726204,77.20480909086132
82666899/2025,2025-06-25 20:51:00,ROBBERY,ROBBERY incident reported in South Delhi (Hauz Khas),South Delhi (Hauz Khas),False,South Delhi (Hauz Khas),28.542556990618618,77.20354821554128
80010921/2023,2023-04-27 13:22:00,ASSAULT,ASSAULT incident reported in North West Delhi (Rohini),North West Delhi (Rohini),False,North West Delhi (Rohini),28.69677536611657,77.10658491768497
"FIR No. 0340/2024, P.S. Connaught Place",2024-05-06 07:24:00,ASSAULT,ASSAULT incident reported in Central Delhi (Connaught Place),Central Delhi (Connaught Place),False,Central Delhi (Connaught Place),28.641720370501844,77.21365779303672
